Clause,Term,Opinion,Category,Category Score,Polarity,Polarity Score,Original Sentence
modern and comfortable rooms,room,,Amenity,0.8610466718673706,Positive,0.9998,"wonderful service, modern and comfortable rooms, outstanding fitness center"
outstanding fitness center,,,Amenity,0.8776615262031555,Positive,0.9999,"wonderful service, modern and comfortable rooms, outstanding fitness center"
exceptional service,service,"exceptional, cozy and elegant",Service,0.6930975914001465,Positive,0.9998,"exceptional service, cozy and elegant rooms, high-speed Wi-Fi connection"
cozy and elegant rooms,room,,Branding,0.6874982714653015,Positive,0.9999,"exceptional service, cozy and elegant rooms, high-speed Wi-Fi connection"
high-speed Wi-Fi connection,Wi-Fi,,Facility,0.46898353099823,Positive,0.9812,"exceptional service, cozy and elegant rooms, high-speed Wi-Fi connection"
amazing service,service,amazing,Amenity,0.6607578992843628,Positive,0.9999,"amazing service, spacious and stylish rooms, impressive pool facilities"
spacious and stylish rooms,room,"spacious, stylish",Branding,0.37669429183006287,Positive,0.9999,"amazing service, spacious and stylish rooms, impressive pool facilities"
impressive pool facilities,,impressive,Service,0.6780516505241394,Positive,0.9998,"amazing service, spacious and stylish rooms, impressive pool facilities"
outstanding service,,outstanding,Service,0.5829354524612427,Positive,0.9999,"outstanding service, elegant and comfortable rooms, excellent security"
elegant and comfortable rooms,room,"elegant, comfortable",Facility,0.8635056018829346,Positive,0.9999,"outstanding service, elegant and comfortable rooms, excellent security"
excellent security,room,excellent,Amenity,0.7141823172569275,Positive,0.9998,"outstanding service, elegant and comfortable rooms, excellent security"
excellent service,service,"excellent, modern and comfortable",Service,0.8912234902381897,Positive,0.9999,"excellent service, modern and comfortable rooms, reliable Wi-Fi access"
modern and comfortable rooms,room,reliable,Amenity,0.8610466718673706,Positive,0.9998,"excellent service, modern and comfortable rooms, reliable Wi-Fi access"
reliable Wi-Fi access,Wi-Fi,,Branding,0.705521285533905,Positive,0.9993,"excellent service, modern and comfortable rooms, reliable Wi-Fi access"
wonderful service,,wonderful,Amenity,0.5653729438781738,Positive,0.9999,"wonderful service, spacious and stylish rooms, outstanding pool facilities"
spacious and stylish rooms,room,"spacious, stylish",Branding,0.37669429183006287,Positive,0.9999,"wonderful service, spacious and stylish rooms, outstanding pool facilities"
outstanding pool facilities,,outstanding,Service,0.6416530609130859,Positive,0.9999,"wonderful service, spacious and stylish rooms, outstanding pool facilities"
fantastic service,service,fantastic,Service,0.7527080774307251,Positive,0.9999,"fantastic service, cozy and elegant rooms, excellent fitness center"
cozy and elegant rooms,room,"cozy, elegant",Branding,0.6874982714653015,Positive,0.9999,"fantastic service, cozy and elegant rooms, excellent fitness center"
excellent fitness center,,excellent,Facility,0.6371320486068726,Positive,0.9998,"fantastic service, cozy and elegant rooms, excellent fitness center"
amazing service,service,"amazing, modern and spacious",Amenity,0.6607578992843628,Positive,0.9999,"amazing service, modern and spacious rooms, reliable Wi-Fi connection"
modern and spacious rooms,room,"modern, spacious",Amenity,0.919480562210083,Positive,0.9999,"amazing service, modern and spacious rooms, reliable Wi-Fi connection"
reliable Wi-Fi connection,Wi-Fi,reliable,Branding,0.4366782605648041,Positive,0.9992,"amazing service, modern and spacious rooms, reliable Wi-Fi connection"
exceptional service,,exceptional,Service,0.6930975914001465,Positive,0.9998,"exceptional service, elegant and cozy rooms, impressive security measures"
elegant and cozy rooms,room,"elegant, cozy",Experience,0.515469491481781,Positive,0.9999,"exceptional service, elegant and cozy rooms, impressive security measures"
impressive security measures,security,impressive,Amenity,0.7057977318763733,Positive,0.9998,"exceptional service, elegant and cozy rooms, impressive security measures"
fantastic service,service,fantastic,Service,0.7527080774307251,Positive,0.9999,"fantastic service, spacious and stylish rooms, top-notch pool area"
spacious and stylish rooms,rooms,"spacious, stylish",Branding,0.37669429183006287,Positive,0.9999,"fantastic service, spacious and stylish rooms, top-notch pool area"
top-notch pool area,,top-notch,Facility,0.8838529586791992,Positive,0.9996,"fantastic service, spacious and stylish rooms, top-notch pool area"
impeccable service,service,"impeccable, modern, cozy",Amenity,0.3947548270225525,Positive,0.9998,"impeccable service, modern and cozy rooms, reliable Wi-Fi connection"
modern and cozy rooms,room,"modern, cozy",Experience,0.7564138174057007,Positive,0.9998,"impeccable service, modern and cozy rooms, reliable Wi-Fi connection"
reliable Wi-Fi connection,Wi-Fi,reliable,Branding,0.4366782605648041,Positive,0.9992,"impeccable service, modern and cozy rooms, reliable Wi-Fi connection"
wonderful service,service,"wonderful, elegant, comfortable",Amenity,0.5653729438781738,Positive,0.9999,"wonderful service, elegant and comfortable rooms, excellent fitness facilities"
elegant and comfortable rooms,room,,Facility,0.8635056018829346,Positive,0.9999,"wonderful service, elegant and comfortable rooms, excellent fitness facilities"
excellent fitness facilities,facilities,excellent,Service,0.649587869644165,Positive,0.9999,"wonderful service, elegant and comfortable rooms, excellent fitness facilities"
excellent service,,excellent,Service,0.8912234902381897,Positive,0.9999,"excellent service, cozy and modern rooms, top-notch security measures"
cozy and modern rooms,room,"cozy, modern",Branding,0.8034189343452454,Positive,0.9998,"excellent service, cozy and modern rooms, top-notch security measures"
top-notch security measures,security,top-notch,Facility,0.7391166687011719,Positive,0.9991,"excellent service, cozy and modern rooms, top-notch security measures"
outstanding service,,outstanding,Service,0.5829354524612427,Positive,0.9999,"outstanding service, spacious and stylish rooms, high-speed Wi-Fi connection"
spacious and stylish rooms,room,"spacious, stylish",Branding,0.37669429183006287,Positive,0.9999,"outstanding service, spacious and stylish rooms, high-speed Wi-Fi connection"
high-speed Wi-Fi connection,connection,high-speed,Facility,0.46898353099823,Positive,0.9812,"outstanding service, spacious and stylish rooms, high-speed Wi-Fi connection"
fantastic service,service,"fantastic, comfortable",Service,0.7527080774307251,Positive,0.9999,"fantastic service, elegant and comfortable rooms, exceptional pool area"
elegant and comfortable rooms,room,"elegant, comfortable",Facility,0.8635056018829346,Positive,0.9999,"fantastic service, elegant and comfortable rooms, exceptional pool area"
exceptional pool area,,exceptional,Facility,0.5871966481208801,Positive,0.9997,"fantastic service, elegant and comfortable rooms, exceptional pool area"
amazing service,service,"amazing, modern and spacious",Amenity,0.6607578992843628,Positive,0.9999,"amazing service, modern and spacious rooms, reliable Wi-Fi access"
modern and spacious rooms,room,,Amenity,0.919480562210083,Positive,0.9999,"amazing service, modern and spacious rooms, reliable Wi-Fi access"
reliable Wi-Fi access,Wi-Fi,,Branding,0.705521285533905,Positive,0.9993,"amazing service, modern and spacious rooms, reliable Wi-Fi access"
impeccable service,service,"impeccable, stylish",Amenity,0.3947548270225525,Positive,0.9998,"impeccable service, cozy and stylish rooms, top-notch fitness center"
cozy and stylish rooms,room,"cozy, stylish",Branding,0.7950043678283691,Positive,0.9999,"impeccable service, cozy and stylish rooms, top-notch fitness center"
top-notch fitness center,,top-notch,Facility,0.6972445845603943,Positive,0.9997,"impeccable service, cozy and stylish rooms, top-notch fitness center"
exceptional service,service,exceptional,Service,0.6930975914001465,Positive,0.9998,"exceptional service, elegant and comfortable rooms, impressive security arrangements"
elegant and comfortable rooms,room,"elegant, comfortable",Facility,0.8635056018829346,Positive,0.9999,"exceptional service, elegant and comfortable rooms, impressive security arrangements"
impressive security arrangements,security,impressive,Amenity,0.8053475618362427,Positive,0.9998,"exceptional service, elegant and comfortable rooms, impressive security arrangements"
efficient reservation system,,"efficient, outstanding, secure",Amenity,0.8420904874801636,Positive,0.9997,"efficient reservation system, outstanding guest management, secure environment"
outstanding guest management,,"efficient, outstanding, secure",Service,0.7387089133262634,Positive,0.9999,"efficient reservation system, outstanding guest management, secure environment"
secure environment,,"efficient, outstanding, secure",Amenity,0.5670869946479797,Positive,0.9998,"efficient reservation system, outstanding guest management, secure environment"
smooth reservation process,reservation,smooth,Amenity,0.7434174418449402,Positive,0.9963,"smooth reservation process, excellent customer experience, reliable security management"
excellent customer experience,customer experience,excellent,Amenity,0.7153366804122925,Positive,0.9999,"smooth reservation process, excellent customer experience, reliable security management"
reliable security management,security management,reliable,Amenity,0.8642232418060303,Positive,0.9994,"smooth reservation process, excellent customer experience, reliable security management"
quick reservation,,,Service,0.6703433394432068,Negative,0.6818,"quick reservation, wonderful guest management, top-notch security"
wonderful guest management,guest management,,Service,0.7573264837265015,Positive,0.9999,"quick reservation, wonderful guest management, top-notch security"
top-notch security,security,,Amenity,0.7463353872299194,Positive,0.9993,"quick reservation, wonderful guest management, top-notch security"
efficient booking system,booking system,efficient,Facility,0.72928386926651,Positive,0.9998,"efficient booking system, pleasant customer experience, excellent security measures"
pleasant customer experience,customer experience,pleasant,Facility,0.5249841213226318,Positive,0.9999,"efficient booking system, pleasant customer experience, excellent security measures"
excellent security measures,security measures,excellent,Amenity,0.7036696672439575,Positive,0.9998,"efficient booking system, pleasant customer experience, excellent security measures"
fast reservation,reservation,fast reservation,Service,0.7026841044425964,Positive,0.8113,"fast reservation, exceptional guest management, secure premises"
exceptional guest management,management,,Amenity,0.5054060816764832,Positive,0.9998,"fast reservation, exceptional guest management, secure premises"
secure premises,premises,,Amenity,0.599801778793335,Positive,0.9991,"fast reservation, exceptional guest management, secure premises"
user-friendly reservation system,reservation system,user-friendly,Amenity,0.38782763481140137,Negative,0.9419,"user-friendly reservation system, excellent customer service, reliable security management"
excellent customer service,customer service,excellent,Service,0.8562763333320618,Positive,0.9999,"user-friendly reservation system, excellent customer service, reliable security management"
reliable security management,security management,reliable,Amenity,0.864222526550293,Positive,0.9994,"user-friendly reservation system, excellent customer service, reliable security management"
hassle-free reservation process,reservation process,"reservation process, amazing, hassle-free",Branding,0.6803017854690552,Positive,0.6232,"hassle-free reservation process, amazing guest management, top-level security"
amazing guest management,guest management,"guest management, amazing",Amenity,0.6441444158554077,Positive,0.9999,"hassle-free reservation process, amazing guest management, top-level security"
top-level security,security,"security, top-level",Facility,0.5021295547485352,Positive,0.9971,"hassle-free reservation process, amazing guest management, top-level security"
simple reservation system,,,Facility,0.6987431645393372,Positive,0.6497,"simple reservation system, great customer experience, excellent security staff"
great customer experience,customer experience,,Experience,0.9870139360427856,Positive,0.9999,"simple reservation system, great customer experience, excellent security staff"
excellent security staff,staff,,Amenity,0.6732137203216553,Positive,0.9998,"simple reservation system, great customer experience, excellent security staff"
quick and easy reservation,reservation,"quick, easy",Amenity,0.5329816341400146,Positive,0.9846,"quick and easy reservation, fantastic guest management, reliable security"
fantastic guest management,guest management,fantastic,Service,0.7383034229278564,Positive,0.9999,"quick and easy reservation, fantastic guest management, reliable security"
reliable security,security,reliable,Amenity,0.9017969369888306,Positive,0.9995,"quick and easy reservation, fantastic guest management, reliable security"
efficient booking,booking,efficient,Amenity,0.6744107007980347,Positive,0.9998,"efficient booking, wonderful customer service, top-notch security management"
wonderful customer service,customer service,wonderful,Service,0.5609337091445923,Positive,0.9999,"efficient booking, wonderful customer service, top-notch security management"
top-notch security management,security management,top-notch,Amenity,0.7415547370910645,Positive,0.9996,"efficient booking, wonderful customer service, top-notch security management"
seamless reservation process,reservation,"seamless, excellent",Amenity,0.7187027335166931,Positive,0.9102,"seamless reservation process, excellent guest management, high-quality security measures"
excellent guest management,management,excellent,Service,0.6650803685188293,Positive,0.9999,"seamless reservation process, excellent guest management, high-quality security measures"
high-quality security measures,security,high-quality,Facility,0.7025907635688782,Positive,0.9986,"seamless reservation process, excellent guest management, high-quality security measures"
user-friendly booking system,booking system,user-friendly,Service,0.37004077434539795,Positive,0.5802,"user-friendly booking system, fantastic customer experience, reliable security staff"
fantastic customer experience,customer experience,fantastic,Facility,0.28984972834587097,Positive,0.9999,"user-friendly booking system, fantastic customer experience, reliable security staff"
reliable security staff,security staff,reliable,Facility,0.4654497504234314,Positive,0.9993,"user-friendly booking system, fantastic customer experience, reliable security staff"
efficient reservation,reservation,,Amenity,0.9160520434379578,Positive,0.9997,"efficient reservation, great guest management, secure environment"
great guest management,guest management,,Amenity,0.5661202669143677,Positive,0.9999,"efficient reservation, great guest management, secure environment"
secure environment,environment,,Amenity,0.5670869946479797,Positive,0.9998,"efficient reservation, great guest management, secure environment"
quick booking process,booking,quick,Branding,0.6634762287139893,Positive,0.8972,"quick booking process, excellent customer service, top-notch security arrangements"
excellent customer service,service,excellent,Service,0.8562763333320618,Positive,0.9999,"quick booking process, excellent customer service, top-notch security arrangements"
top-notch security arrangements,security,top-notch,Facility,0.758986234664917,Positive,0.9991,"quick booking process, excellent customer service, top-notch security arrangements"
smooth reservation,reservation,smooth,Amenity,0.7660399675369263,Positive,0.995,"smooth reservation, outstanding guest management, reliable security measures"
outstanding guest management,guest management,outstanding,Service,0.7387089133262634,Positive,0.9999,"smooth reservation, outstanding guest management, reliable security measures"
reliable security measures,security measures,reliable,Facility,0.8163474202156067,Positive,0.9992,"smooth reservation, outstanding guest management, reliable security measures"
efficient booking system,booking system,efficient,Facility,0.72928386926651,Positive,0.9998,"efficient booking system, amazing customer experience, high-quality security"
amazing customer experience,customer experience,amazing,Amenity,0.41192957758903503,Positive,0.9999,"efficient booking system, amazing customer experience, high-quality security"
high-quality security,security,high-quality,Facility,0.8093401789665222,Positive,0.9995,"efficient booking system, amazing customer experience, high-quality security"
quick reservation,reservation,quick,Service,0.6703432202339172,Negative,0.6818,"quick reservation, excellent guest management, reliable security arrangements"
excellent guest management,management,excellent,Service,0.6650803685188293,Positive,0.9999,"quick reservation, excellent guest management, reliable security arrangements"
reliable security arrangements,arrangements,reliable,Service,0.6947166919708252,Positive,0.999,"quick reservation, excellent guest management, reliable security arrangements"
hassle-free reservation system,reservation system,,Facility,0.7838932871818542,Negative,0.7156,"hassle-free reservation system, wonderful customer service, top-level security management"
wonderful customer service,customer service,,Service,0.5609337091445923,Positive,0.9999,"hassle-free reservation system, wonderful customer service, top-level security management"
top-level security management,security management,,Amenity,0.9124127626419067,Positive,0.9978,"hassle-free reservation system, wonderful customer service, top-level security management"
smooth booking process,booking,smooth,Branding,0.505995512008667,Positive,0.9992,"smooth booking process, exceptional guest management, secure environment"
exceptional guest management,management,exceptional,Amenity,0.5054087042808533,Positive,0.9998,"smooth booking process, exceptional guest management, secure environment"
secure environment,environment,secure,Amenity,0.5670870542526245,Positive,0.9998,"smooth booking process, exceptional guest management, secure environment"
easy reservation,reservation,easy,Service,0.6174764037132263,Positive,0.8563,"easy reservation, great customer service, reliable security staff"
great customer service,customer service,great,Service,0.7655400037765503,Positive,0.9999,"easy reservation, great customer service, reliable security staff"
reliable security staff,security staff,reliable,Facility,0.46546274423599243,Positive,0.9993,"easy reservation, great customer service, reliable security staff"
friendly staff,staff,friendly,Service,0.8464952707290649,Positive,0.9998,"friendly staff, spacious room, convenient location"
spacious room,room,spacious,Amenity,0.896152138710022,Positive,0.9998,"friendly staff, spacious room, convenient location"
convenient location,location,convenient,Amenity,0.8104612827301025,Positive,0.9994,"friendly staff, spacious room, convenient location"
excellent breakfast,breakfast,excellent,Facility,0.8169407844543457,Positive,0.9999,"excellent breakfast, well-maintained pool, secure environment"
well-maintained pool,pool,well-maintained,Amenity,0.8944272994995117,Positive,0.9997,"excellent breakfast, well-maintained pool, secure environment"
secure environment,environment,secure,Amenity,0.5670870542526245,Positive,0.9998,"excellent breakfast, well-maintained pool, secure environment"
quick reservation,reservation,quick,Service,0.6703433394432068,Negative,0.6818,"quick reservation, amazing guest management, reliable Wi-Fi"
amazing guest management,management,amazing,Amenity,0.6441444158554077,Positive,0.9999,"quick reservation, amazing guest management, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"quick reservation, amazing guest management, reliable Wi-Fi"
clean rooms,room,clean,Amenity,0.611929178237915,Positive,0.9995,"clean rooms, delicious meals, helpful staff"
delicious meals,meal,delicious,Service,0.8787149786949158,Positive,0.9999,"clean rooms, delicious meals, helpful staff"
helpful staff,staff,helpful,Service,0.6284410953521729,Positive,0.9998,"clean rooms, delicious meals, helpful staff"
friendly staff,staff,friendly,Service,0.8464952707290649,Positive,0.9998,"friendly staff, efficient reservation, secure premises"
efficient reservation,reservation,efficient,Amenity,0.9160520434379578,Positive,0.9997,"friendly staff, efficient reservation, secure premises"
secure premises,premises,secure,Amenity,0.599801778793335,Positive,0.9991,"friendly staff, efficient reservation, secure premises"
comfortable room,room,comfortable,Facility,0.5978705883026123,Positive,0.9998,"comfortable room, fast Wi-Fi, great location"
fast Wi-Fi,room,fast,Facility,0.807837188243866,Positive,0.9964,"comfortable room, fast Wi-Fi, great location"
great location,location,great,Amenity,0.9353802800178528,Positive,0.9999,"comfortable room, fast Wi-Fi, great location"
helpful staff,staff,helpful,Service,0.6284433603286743,Positive,0.9998,"helpful staff, delicious breakfast, well-maintained pool"
delicious breakfast,breakfast,delicious,Experience,0.8677362203598022,Positive,0.9999,"helpful staff, delicious breakfast, well-maintained pool"
well-maintained pool,pool,well-maintained,Amenity,0.8944272994995117,Positive,0.9997,"helpful staff, delicious breakfast, well-maintained pool"
efficient reservation system,reservation system,efficient,Amenity,0.8420889377593994,Positive,0.9997,"efficient reservation system, outstanding customer experience, top-notch security"
outstanding customer experience,customer experience,outstanding,Amenity,0.8470708727836609,Positive,0.9999,"efficient reservation system, outstanding customer experience, top-notch security"
top-notch security,security,top-notch,Amenity,0.7463353872299194,Positive,0.9993,"efficient reservation system, outstanding customer experience, top-notch security"
clean rooms,room,clean,Amenity,0.6119241714477539,Positive,0.9995,"clean rooms, excellent meals, reliable Wi-Fi"
excellent meals,meal,excellent,Service,0.8962122201919556,Positive,0.9999,"clean rooms, excellent meals, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"clean rooms, excellent meals, reliable Wi-Fi"
friendly staff,staff,friendly,Service,0.8464952707290649,Positive,0.9998,"friendly staff, comfortable rooms, secure environment"
comfortable rooms,rooms,comfortable,Amenity,0.7537750005722046,Positive,0.9998,"friendly staff, comfortable rooms, secure environment"
secure environment,environment,secure,Amenity,0.5670869946479797,Positive,0.9998,"friendly staff, comfortable rooms, secure environment"
smooth reservation,reservation,smooth,Amenity,0.7660399675369263,Positive,0.995,"smooth reservation, pleasant customer experience, great security"
pleasant customer experience,customer experience,pleasant,Facility,0.5249900817871094,Positive,0.9999,"smooth reservation, pleasant customer experience, great security"
great security,security,great,Facility,0.7041225433349609,Positive,0.9998,"smooth reservation, pleasant customer experience, great security"
helpful staff,staff,helpful,Service,0.6284410953521729,Positive,0.9998,"helpful staff, clean pool, excellent location"
clean pool,pool,clean,Facility,0.5868244171142578,Positive,0.9998,"helpful staff, clean pool, excellent location"
excellent location,location,excellent,Amenity,0.920316755771637,Positive,0.9999,"helpful staff, clean pool, excellent location"
efficient reservation,reservation,efficient,Amenity,0.9160534143447876,Positive,0.9997,"efficient reservation, great meals, reliable Wi-Fi"
great meals,meals,great,Service,0.7568333745002747,Positive,0.9999,"efficient reservation, great meals, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"efficient reservation, great meals, reliable Wi-Fi"
comfortable rooms,room,comfortable,Amenity,0.7537750005722046,Positive,0.9998,"comfortable rooms, delicious breakfast, secure premises"
delicious breakfast,breakfast,delicious,Experience,0.8677391409873962,Positive,0.9999,"comfortable rooms, delicious breakfast, secure premises"
secure premises,premises,secure,Amenity,0.599801778793335,Positive,0.9991,"comfortable rooms, delicious breakfast, secure premises"
quick reservation system,,,Facility,0.7383702397346497,Negative,0.8362,"quick reservation system, pleasant guest management, high-quality security"
pleasant guest management,,,Service,0.6322326064109802,Positive,0.9999,"quick reservation system, pleasant guest management, high-quality security"
high-quality security,,,Facility,0.8093401789665222,Positive,0.9995,"quick reservation system, pleasant guest management, high-quality security"
friendly staff,staff,friendly,Service,0.8464946746826172,Positive,0.9998,"friendly staff, great Wi-Fi, convenient location"
great Wi-Fi,Wi-Fi,great,Facility,0.8228703737258911,Positive,0.9998,"friendly staff, great Wi-Fi, convenient location"
convenient location,location,convenient,Amenity,0.8104601502418518,Positive,0.9994,"friendly staff, great Wi-Fi, convenient location"
helpful staff,staff,helpful,Service,0.6284410953521729,Positive,0.9998,"helpful staff, comfortable rooms, excellent customer experience"
comfortable rooms,room,comfortable,Amenity,0.7537750005722046,Positive,0.9998,"helpful staff, comfortable rooms, excellent customer experience"
excellent customer experience,customer experience,excellent,Amenity,0.7153366804122925,Positive,0.9999,"helpful staff, comfortable rooms, excellent customer experience"
efficient reservation,reservation,efficient,Amenity,0.9160520434379578,Positive,0.9997,"efficient reservation, tasty meals, reliable security"
tasty meals,meals,tasty,Service,0.8142839074134827,Positive,0.9999,"efficient reservation, tasty meals, reliable security"
reliable security,security,reliable,Amenity,0.9017961621284485,Positive,0.9995,"efficient reservation, tasty meals, reliable security"
friendly staff,staff,friendly,Service,0.8464952707290649,Positive,0.9998,"friendly staff, clean rooms, great location"
clean rooms,room,clean,Amenity,0.611929178237915,Positive,0.9995,"friendly staff, clean rooms, great location"
great location,,great,Amenity,0.9353801608085632,Positive,0.9999,"friendly staff, clean rooms, great location"
excellent breakfast,breakfast,excellent,Facility,0.8169400095939636,Positive,0.9999,"excellent breakfast, secure environment, helpful staff"
secure environment,environment,secure,Amenity,0.5670869946479797,Positive,0.9998,"excellent breakfast, secure environment, helpful staff"
helpful staff,staff,helpful,Service,0.6284410953521729,Positive,0.9998,"excellent breakfast, secure environment, helpful staff"
quick reservation,,,Service,0.6703432202339172,Negative,0.6818,"quick reservation, friendly staff, delicious meals"
friendly staff,staff,friendly,Service,0.8464952707290649,Positive,0.9998,"quick reservation, friendly staff, delicious meals"
delicious meals,staff,delicious,Service,0.8787149786949158,Positive,0.9999,"quick reservation, friendly staff, delicious meals"
spacious room,room,spacious,Amenity,0.8961523771286011,Positive,0.9998,"spacious room, reliable Wi-Fi, excellent guest management"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"spacious room, reliable Wi-Fi, excellent guest management"
excellent guest management,guest management,excellent,Service,0.6650803685188293,Positive,0.9999,"spacious room, reliable Wi-Fi, excellent guest management"
helpful staff,staff,helpful,Service,0.6284433603286743,Positive,0.9998,"helpful staff, well-maintained pool, secure premises"
well-maintained pool,pool,well-maintained,Amenity,0.8944272994995117,Positive,0.9997,"helpful staff, well-maintained pool, secure premises"
secure premises,premises,secure,Amenity,0.5998019576072693,Positive,0.9991,"helpful staff, well-maintained pool, secure premises"
great reservation system,,great,Amenity,0.5751327872276306,Positive,0.998,"great reservation system, wonderful customer service, safe environment"
wonderful customer service,,wonderful,Service,0.5609298348426819,Positive,0.9999,"great reservation system, wonderful customer service, safe environment"
safe environment,,safe,Facility,0.6339496374130249,Positive,0.9998,"great reservation system, wonderful customer service, safe environment"
clean rooms,room,clean,Amenity,0.6119241714477539,Positive,0.9995,"clean rooms, delicious breakfast, reliable Wi-Fi"
delicious breakfast,breakfast,delicious,Experience,0.8677362203598022,Positive,0.9999,"clean rooms, delicious breakfast, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"clean rooms, delicious breakfast, reliable Wi-Fi"
friendly staff,staff,friendly,Service,0.8464952707290649,Positive,0.9998,"friendly staff, secure premises, comfortable rooms"
secure premises,premises,secure,Amenity,0.599801778793335,Positive,0.9991,"friendly staff, secure premises, comfortable rooms"
comfortable rooms,rooms,comfortable,Amenity,0.7537750005722046,Positive,0.9998,"friendly staff, secure premises, comfortable rooms"
quick reservation,reservation,quick,Service,0.6703432202339172,Negative,0.6818,"quick reservation, great meals, efficient guest management"
great meals,meals,great,Service,0.7568326592445374,Positive,0.9999,"quick reservation, great meals, efficient guest management"
efficient guest management,management,efficient,Service,0.5067914128303528,Positive,0.9999,"quick reservation, great meals, efficient guest management"
clean rooms,room,clean,Amenity,0.6119241714477539,Positive,0.9995,"clean rooms, wonderful customer service, reliable Wi-Fi"
wonderful customer service,service,wonderful,Service,0.5609337091445923,Positive,0.9999,"clean rooms, wonderful customer service, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"clean rooms, wonderful customer service, reliable Wi-Fi"
helpful staff,staff,helpful,Service,0.6284410953521729,Positive,0.9998,"helpful staff, excellent breakfast, secure environment"
excellent breakfast,breakfast,excellent,Facility,0.8169400095939636,Positive,0.9999,"helpful staff, excellent breakfast, secure environment"
secure environment,environment,secure,Amenity,0.5670869946479797,Positive,0.9998,"helpful staff, excellent breakfast, secure environment"
efficient reservation system,reservation system,efficient,Amenity,0.8420904874801636,Positive,0.9997,"efficient reservation system, great customer experience, reliable security"
great customer experience,customer experience,great,Experience,0.9870139360427856,Positive,0.9999,"efficient reservation system, great customer experience, reliable security"
reliable security,security,reliable,Amenity,0.9017961621284485,Positive,0.9995,"efficient reservation system, great customer experience, reliable security"
spacious room,room,spacious,Amenity,0.8961523771286011,Positive,0.9998,"spacious room, reliable Wi-Fi, excellent location"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"spacious room, reliable Wi-Fi, excellent location"
excellent location,location,excellent,Amenity,0.9203174710273743,Positive,0.9999,"spacious room, reliable Wi-Fi, excellent location"
friendly staff,staff,friendly,Service,0.8464952707290649,Positive,0.9998,"friendly staff, clean pool, secure premises"
clean pool,pool,clean,Facility,0.5868244171142578,Positive,0.9998,"friendly staff, clean pool, secure premises"
secure premises,premises,secure,Amenity,0.599801778793335,Positive,0.9991,"friendly staff, clean pool, secure premises"
great reservation system,,great,Amenity,0.5751327872276306,Positive,0.998,"great reservation system, delicious meals, safe environment"
delicious meals,meals,delicious,Service,0.8787149786949158,Positive,0.9999,"great reservation system, delicious meals, safe environment"
safe environment,,safe,Facility,0.6339496374130249,Positive,0.9998,"great reservation system, delicious meals, safe environment"
clean rooms,room,clean,Amenity,0.6119241714477539,Positive,0.9995,"clean rooms, helpful staff, reliable Wi-Fi"
helpful staff,staff,helpful,Service,0.6284433603286743,Positive,0.9998,"clean rooms, helpful staff, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"clean rooms, helpful staff, reliable Wi-Fi"
quick reservation,reservation,quick,Service,0.6703432202339172,Negative,0.6818,"quick reservation, delicious breakfast, excellent guest management"
delicious breakfast,breakfast,delicious,Experience,0.8677391409873962,Positive,0.9999,"quick reservation, delicious breakfast, excellent guest management"
excellent guest management,management,excellent,Service,0.6650803685188293,Positive,0.9999,"quick reservation, delicious breakfast, excellent guest management"
spacious room,room,spacious,Amenity,0.896152138710022,Positive,0.9998,"spacious room, reliable security, excellent location"
reliable security,security,reliable,Amenity,0.9017961621284485,Positive,0.9995,"spacious room, reliable security, excellent location"
excellent location,location,excellent,Amenity,0.920316755771637,Positive,0.9999,"spacious room, reliable security, excellent location"
friendly staff,staff,friendly,Service,0.8464946746826172,Positive,0.9998,"friendly staff, clean rooms, reliable Wi-Fi"
clean rooms,room,clean,Amenity,0.6119241714477539,Positive,0.9995,"friendly staff, clean rooms, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"friendly staff, clean rooms, reliable Wi-Fi"
great reservation system,,great,Amenity,0.5751327872276306,Positive,0.998,"great reservation system, delicious meals, safe premises"
delicious meals,meals,delicious,Service,0.8787149786949158,Positive,0.9999,"great reservation system, delicious meals, safe premises"
safe premises,,safe,Facility,0.5459865927696228,Positive,0.9991,"great reservation system, delicious meals, safe premises"
helpful staff,staff,helpful,Service,0.6284433603286743,Positive,0.9998,"helpful staff, clean rooms, reliable Wi-Fi"
clean rooms,room,clean,Amenity,0.6119241714477539,Positive,0.9995,"helpful staff, clean rooms, reliable Wi-Fi"
reliable Wi-Fi,Wi-Fi,reliable,Amenity,0.5312438607215881,Positive,0.9996,"helpful staff, clean rooms, reliable Wi-Fi"
